날짜,시간,지역,연료원,전력거래량(MWh),기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),PM10 평균,PM2.5 평균
2020-10-30,17,광주시,태양광,1.926195,16.1,,0.6,38,0.3,0.11,,0,24.4,14.7
2020-10-30,18,광주시,태양광,2.98076,14.5,,0,44,,,,0,33.5,20.2
2020-10-30,19,광주시,태양광,2.16712,14.1,,1.1,49,,,,0,56.8,36.9
2020-10-31,7,광주시,태양광,2.305615,8.9,,0.3,83,0.4,0.28,,0,40.5,30.5
2020-10-31,8,광주시,태양광,12.331779,11.6,,0.3,69,1,0.96,,0,41.8,29.6
2020-10-31,9,광주시,태양광,22.816813,13.9,,0.6,57,1,1.59,,5,45,29.4
2020-10-31,10,광주시,태양광,28.225437,15.8,,0.4,51,1,2.08,,0,46.7,31.7
2020-10-31,11,광주시,태양광,32.393837,17.4,,1.5,40,1,2.45,,0,40.1,25.5
2020-10-31,12,광주시,태양광,32.547871,18.4,,1,39,1,2.53,,2,33.8,18.3
2020-10-31,13,광주시,태양광,30.517157,18.5,,1.6,34,1,2.29,,0,23.4,10.5
2020-10-31,14,광주시,태양광,22.903816,18.7,,0.9,36,0.9,1.75,,8,17.5,8
2020-10-31,15,광주시,태양광,13.897842,19.4,,1.1,36,0.6,1.02,,3,15.4,7.6
2020-10-31,16,광주시,태양광,6.516485,18.1,,0.6,37,1,0.57,,3,19.2,8.3
2020-10-31,17,광주시,태양광,1.850665,17,,0.1,40,0.1,0.1,,7,20.6,8.4
2020-10-31,18,광주시,태양광,2.97786,15.3,,1,49,,,,8,25.1,12.1
2020-10-31,19,광주시,태양광,2.1612,14.5,,1.1,53,,,,1,28.9,14.8
2020-11-01,7,광주시,태양광,0.268336,11.1,,0.6,95,0,0.11,,10,28.1,20.3
2020-11-01,8,광주시,태양광,2.348152,11.5,0.5,0.7,97,0,0.29,,10,26.2,17.8
2020-11-01,9,광주시,태양광,1.894164,11.9,,0.3,95,0,0.27,,9,22.8,18
2020-11-01,10,광주시,태양광,1.600247,12.3,,0.2,95,0,0.21,,10,24,17.8
2020-11-01,11,광주시,태양광,2.489404,12.5,0,0.6,94,0,0.28,,10,22.8,15.7
2020-11-01,12,광주시,태양광,2.761208,12.4,,0.9,92,0,0.28,,10,24.2,16.5
2020-11-01,13,광주시,태양광,3.202552,12,,2.2,97,0,0.35,,10,23.4,17.1
2020-11-01,14,광주시,태양광,3.566143,12.4,0.3,1,99,0,0.35,,10,22.8,17.4
2020-11-01,15,광주시,태양광,2.507913,13.2,,0.5,98,0,0.26,,10,18,13.1
2020-11-01,16,광주시,태양광,0.916308,12.9,,1,98,0,0.13,,10,15.2,12.1
2020-11-01,17,광주시,태양광,0.077475,13.1,0,1.7,99,0,0.08,,10,12.3,10.5
2020-11-01,18,광주시,태양광,0.56592,13.3,,0.9,97,,,,10,11.8,8.6
2020-11-01,19,광주시,태양광,0.15888,12.9,,0.5,98,,,,10,14.8,10
2020-11-02,7,광주시,태양광,1.038083,11.5,,0.6,99,0,0.23,,4,17.6,14.1
2020-11-02,8,광주시,태양광,5.675612,12.7,,1.4,99,0.5,0.65,,8,16.9,13.9
2020-11-02,9,광주시,태양광,9.670699,13.7,,1.5,92,0.1,0.79,,9,17.3,14.5
2020-11-02,10,광주시,태양광,17.074115,15.3,,2.1,63,0.7,1.5,,8,25.8,17.2
2020-11-02,11,광주시,태양광,18.523713,15.8,,1.1,56,0.4,1.6,,8,52.4,21
2020-11-02,12,광주시,태양광,28.2825,17,,2.2,48,0.9,2.39,,5,79.44444444,25.88888889
2020-11-02,13,광주시,태양광,29.694282,17.6,,1.4,38,1,2.16,,2,84.44444444,25.11111111
2020-11-02,14,광주시,태양광,26.152799,17.4,,2.1,38,1,1.84,,5,82.33333333,23.22222222
2020-11-02,15,광주시,태양광,15.046767,16.8,,1.7,42,1,1.12,,4,72.44444444,19
2020-11-02,16,광주시,태양광,5.627025,15.5,,1.7,40,0.3,0.48,,8,64.375,16.375
2020-11-02,17,광주시,태양광,1.9074,14.1,,1.6,44,0,0.11,,4,62.22222222,18
2020-11-02,18,광주시,태양광,2.95308,12.5,,1.1,51,,,,1,61.2,17.3
2020-11-02,19,광주시,태양광,2.13138,12.2,,0.4,51,,,,0,57.22222222,16.88888889
2020-11-03,7,광주시,태양광,2.102542,8.1,,3.1,63,0.2,0.25,,3,26.3,16.8
2020-11-03,8,광주시,태양광,12.657008,8.6,,3.7,48,1,0.94,,1,26.9,11.9
2020-11-03,9,광주시,태양광,25.217077,10,,2.9,41,1,1.64,,0,26.5,9.9
2020-11-03,10,광주시,태양광,30.588365,10.6,,2.1,39,1,2.17,,0,27.66666667,10.88888889
2020-11-03,11,광주시,태양광,30.723602,10.9,,2.4,39,1,2.43,,6,28.66666667,8.888888889
2020-11-03,12,광주시,태양광,27.631715,12,,2,39,0.9,2.3,,7,29.66666667,7.444444444
2020-11-03,13,광주시,태양광,23.15267,12.5,,3.4,37,0.9,1.9,,7,29.33333333,7.111111111
2020-11-03,14,광주시,태양광,18.657023,11.5,,3.4,42,0.9,1.61,,8,27.66666667,7.444444444
2020-11-03,15,광주시,태양광,11.547581,10.2,,4.8,44,0.5,0.84,,8,30.2,7.5
2020-11-03,16,광주시,태양광,4.982801,9.7,,2.8,42,0.6,0.46,,5,34.2,7.9
2020-11-03,17,광주시,태양광,1.735055,8.4,,2.3,48,0,0.09,,3,27.6,7.5
2020-11-03,18,광주시,태양광,2.95704,8.1,,2.8,48,,,,5,26.3,7.3
2020-11-03,19,광주시,태양광,2.13164,8.1,,2.2,46,,,,0,22.55555556,7.222222222
2020-11-04,7,광주시,태양광,2.043978,5.6,,2.4,61,0.2,0.24,,0,19.88888889,10.1
2020-11-04,8,광주시,태양광,12.781613,7.4,,2.7,54,1,0.98,,0,20.2,9.6
2020-11-04,9,광주시,태양광,25.747428,8.6,,3.5,47,1,1.65,,0,22.3,9.9
2020-11-04,10,광주시,태양광,27.079142,9.2,,3.9,32,1,1.77,,3,24.11111111,10.44444444
2020-11-04,11,광주시,태양광,35.745317,11,,2.4,25,1,2.51,,0,22.44444444,9.333333333
2020-11-04,12,광주시,태양광,36.512782,11.9,,3,14,1,2.58,,0,23.33333333,7.888888889
2020-11-04,13,광주시,태양광,34.610928,12.6,,2.6,15,1,2.39,,0,18.11111111,7
2020-11-04,14,광주시,태양광,30.65498,12.5,,2.8,14,1,1.97,,0,16.66666667,6.555555556
2020-11-04,15,광주시,태양광,20.716557,12.1,,1.7,22,1,1.37,,0,18.9,6.8
2020-11-04,16,광주시,태양광,7.299548,10.9,,2.7,24,1,0.64,,0,23,7.5
2020-11-04,17,광주시,태양광,1.854341,8.9,,2,30,0.4,0.11,,0,26,8.2
2020-11-04,18,광주시,태양광,2.9848,8.1,,1.2,37,,,,0,29.7,9.9
2020-11-04,19,광주시,태양광,2.14988,7.6,,0.7,41,,,,0,31.1,12.4
2020-11-05,7,광주시,태양광,2.026126,3.4,,0.6,68,0,0.24,,7,27,15.4
2020-11-05,8,광주시,태양광,9.235663,4.8,,0.7,60,0.6,0.69,,7,27.2,16
2020-11-05,9,광주시,태양광,22.024274,8.1,,0.9,50,1,1.53,,3,33.5,18
2020-11-05,10,광주시,태양광,23.748112,10.2,,1,40,1,1.68,,3,37.1,19.6
2020-11-05,11,광주시,태양광,32.694438,13.1,,1.3,29,1,2.53,,4,42,20.3
2020-11-05,12,광주시,태양광,33.321386,14.5,,0.9,26,1,2.4,,1,42.3,22.4
2020-11-05,13,광주시,태양광,24.764038,15.9,,0.4,22,0.9,1.79,,7,35.4,16.5
2020-11-05,14,광주시,태양광,20.734832,16.5,,0.4,23,0.7,1.49,,8,27.8,13.1
2020-11-05,15,광주시,태양광,13.798476,15.8,,0.4,23,0.5,0.95,,8,23,11.4
2020-11-05,16,광주시,태양광,4.442411,15.2,,0.5,25,0.3,0.41,,9,24.9,12.3
2020-11-05,17,광주시,태양광,1.526156,14.8,,0.6,27,0,0.07,,9,26.3,12
2020-11-05,18,광주시,태양광,2.90018,14,,1,35,,,,10,29.5,14.4
2020-11-05,19,광주시,태양광,1.4304,13.6,,0.3,37,,,,10,37.9,20.2
2020-11-06,7,광주시,태양광,0.196653,11.5,,0.8,51,0,0.11,,10,27,19
2020-11-06,8,광주시,태양광,1.039898,12,,0.5,53,0,0.19,,10,33.5,18.1
2020-11-06,9,광주시,태양광,1.69171,12.3,,0.3,47,0,0.22,,10,36.7,19.8
2020-11-06,10,광주시,태양광,4.069206,13,,0.5,50,0,0.4,,10,43.3,23.9
2020-11-06,11,광주시,태양광,4.361539,13.7,0,0.2,52,0,0.4,,10,48.4,25
2020-11-06,12,광주시,태양광,4.423415,13.7,,0.2,64,0,0.41,,10,52.5,27.5
2020-11-06,13,광주시,태양광,4.749276,14.5,,0.5,55,0,0.44,,10,52.1,27.6
2020-11-06,14,광주시,태양광,4.866522,15,0,0.1,60,0,0.45,,10,50.8,28
2020-11-06,15,광주시,태양광,2.002256,14.6,,0.7,65,0,0.22,,10,54.2,30.1
2020-11-06,16,광주시,태양광,0.837332,14.4,,0.8,69,0,0.15,,10,56.6,31.5
2020-11-06,17,광주시,태양광,0.294743,14.5,0,0.5,70,0,0.07,,7,54.3,31.2
2020-11-06,18,광주시,태양광,0.84288,13.9,,0.7,76,,,,9,55.4,31.4
2020-11-06,19,광주시,태양광,0.30384,13.4,,0.4,81,,,,10,54.4,30.3
2020-11-07,7,광주시,태양광,0.50895,10.4,,0.1,95,0,0.13,,8,35.7,27.8
2020-11-07,8,광주시,태양광,4.022319,10.5,,0.3,95,0,0.2,,6,39,28.6
2020-11-07,9,광주시,태양광,16.389403,13.3,,0.5,86,0.8,1.06,,4,47.3,33.4
2020-11-07,10,광주시,태양광,24.23168,16.7,,1.1,74,1,1.89,,4,54.8,38.2
2020-11-07,11,광주시,태양광,28.552394,18.8,,1.6,70,1,2.16,,2,61.7,38.9
2020-11-07,12,광주시,태양광,28.158526,20.4,,1.4,60,1,2.17,,3,59.7,39.1
2020-11-07,13,광주시,태양광,25.957497,20.9,,2.3,42,1,1.97,,0,48.7,31.9
2020-11-07,14,광주시,태양광,21.63804,20.1,,1.7,44,1,1.57,,0,44.3,26.3
2020-11-07,15,광주시,태양광,12.658529,18.9,,1.3,55,1,1.03,,0,53.7,29.4
2020-11-07,16,광주시,태양광,4.85124,16.7,,1.3,63,0.9,0.48,,0,68.2,33.1
2020-11-07,17,광주시,태양광,1.684933,15.3,,1,68,0,0.08,,0,73,36.6
2020-11-07,18,광주시,태양광,2.95194,14.4,,1,62,,,,0,75.2,41.9
2020-11-07,19,광주시,태양광,2.13252,13.7,,1.6,57,,,,0,93.2,56.6
2020-11-08,7,광주시,태양광,1.34024,8,,0.1,96,0.2,0.22,,0,70.7,48.3
2020-11-08,8,광주시,태양광,9.252529,10,,0.7,88,1,0.8,,0,69.1,46.7
2020-11-08,9,광주시,태양광,15.763324,12.3,,1,76,0.9,1.29,,7,67.9,46.4
2020-11-08,10,광주시,태양광,24.508722,15.4,,1.6,59,0.9,1.79,,1,73.2,50.5
2020-11-08,11,광주시,태양광,29.242207,16,,3.3,46,0.9,1.96,,2,85.5,53.3
2020-11-08,12,광주시,태양광,32.669418,15.6,,1.9,33,1,2.34,,0,93.9,45.7
2020-11-08,13,광주시,태양광,33.017557,15,,2.5,25,1,2.22,,0,101.9,26.9
2020-11-08,14,광주시,태양광,28.849888,14.5,,2,28,1,1.88,,0,101.8,15.4
2020-11-08,15,광주시,태양광,19.412418,12.7,,4,24,1,1.3,,0,81.3,8.7
2020-11-08,16,광주시,태양광,6.624646,11.6,,2,20,1,0.62,,0,46,6.3
2020-11-08,17,광주시,태양광,1.403071,10.1,,1.9,36,0.4,0.1,,0,35.6,6.1
2020-11-08,18,광주시,태양광,2.63456,9.3,,2.4,47,,,,0,20.5,4.4
2020-11-08,19,광주시,태양광,1.82056,8.9,,1.4,50,,,,0,21,5.1
2020-11-09,7,광주시,태양광,1.542237,5.5,,1.4,52,0.2,0.2,,0,21.2,8.6
2020-11-09,8,광주시,태양광,11.349578,7.3,,2,43,1,0.91,,0,23,8.6
2020-11-09,9,광주시,태양광,24.250089,9.2,,2.2,36,1,1.56,,0,30.5,11.8
2020-11-09,10,광주시,태양광,30.124547,11.2,,3.5,19,1,2.06,,0,31.7,12.2
2020-11-09,11,광주시,태양광,34.260025,12.5,,3.5,15,1,2.37,,0,25.1,9
2020-11-09,12,광주시,태양광,34.727767,12.9,,2.9,17,1,2.41,,0,20.22222222,6.444444444
2020-11-09,13,광주시,태양광,31.616379,13.4,,3.6,20,1,2.23,,0,20.44444444,5
2020-11-09,14,광주시,태양광,27.103415,12.7,,2.8,23,1,1.81,,0,27,6.444444444
2020-11-09,15,광주시,태양광,17.32249,12.6,,2.2,28,1,1.2,,0,29.88888889,10
2020-11-09,16,광주시,태양광,5.695087,11.6,,0.9,33,1,0.55,,0,35.77777778,13.44444444
2020-11-09,17,광주시,태양광,1.642538,10.2,,0.9,37,0.3,0.09,,0,36.66666667,14.22222222
2020-11-09,18,광주시,태양광,2.9682,9.4,,0.5,40,,,,1,35.66666667,15.22222222
2020-11-09,19,광주시,태양광,2.15216,8.8,,0.2,44,,,,0,38.66666667,16
2020-11-10,7,광주시,태양광,1.377425,5.5,,0.1,78,0.2,0.19,,0,30.9,19.1
2020-11-10,8,광주시,태양광,10.706803,9.1,,0.9,63,1,0.86,,0,37.5,20.1
2020-11-10,9,광주시,태양광,23.262853,11.4,,2.6,46,1,1.51,,0,41.7,21.2
2020-11-10,10,광주시,태양광,28.87005,12.6,,2.4,31,1,2.02,,0,45.6,23
2020-11-10,11,광주시,태양광,33.249019,13.7,,3.1,24,1,2.33,,0,44.11111111,22
2020-11-10,12,광주시,태양광,34.468213,14.4,,2.6,23,1,2.39,,0,23.66666667,9.666666667
2020-11-10,13,광주시,태양광,32.158398,14.6,,1.5,24,1,2.2,,0,13.22222222,6.555555556
2020-11-10,14,광주시,태양광,27.827022,14.2,,1.9,22,1,1.8,,0,14.11111111,5.444444444
2020-11-10,15,광주시,태양광,17.812257,13.8,,1.9,24,1,1.23,,0,19.3,8.1
2020-11-10,16,광주시,태양광,5.754524,12.6,,1.9,31,1,0.56,,0,22.88888889,9.444444444
2020-11-10,17,광주시,태양광,1.661576,11.3,,1.9,38,0.3,0.09,,0,24.22222222,11.11111111
2020-11-10,18,광주시,태양광,2.964,10.3,,1.2,43,,,,0,25.33333333,12.77777778
2020-11-10,19,광주시,태양광,2.14464,9.5,,1.8,50,,,,0,30,14.55555556
2020-11-11,7,광주시,태양광,1.339199,4.9,,0.2,75,0.2,0.19,,0,24.9,17.1
2020-11-11,8,광주시,태양광,10.130377,7.3,,0.3,64,1,0.83,,0,31.3,17.5
2020-11-11,9,광주시,태양광,22.268103,10.3,,0.7,53,1,1.44,,0,38.9,19.9
2020-11-11,10,광주시,태양광,27.598909,13.9,,1.7,46,1,1.97,,0,45,21.11111111
2020-11-11,11,광주시,태양광,31.503136,15.1,,2,36,1,2.27,,0,44.77777778,22
2020-11-11,12,광주시,태양광,32.224457,16.3,,1.7,25,1,2.34,,0,41.33333333,19.77777778
2020-11-11,13,광주시,태양광,30.162841,17.8,,2.3,20,1,2.19,,0,24.22222222,11.77777778
2020-11-11,14,광주시,태양광,25.780146,18.1,,1.7,21,1,1.79,,0,19.3,9.8
2020-11-11,15,광주시,태양광,16.334052,17.9,,1.4,22,1,1.2,,0,14.8,7.8
2020-11-11,16,광주시,태양광,5.296262,16.8,,1.1,24,1,0.54,,0,12.8,7.1
2020-11-11,17,광주시,태양광,1.634952,14.4,,1.2,37,0.3,0.08,,0,15,7.9
2020-11-11,18,광주시,태양광,2.95434,13.4,,1.5,37,,,,0,16.2,8.1
2020-11-11,19,광주시,태양광,2.14212,12.1,,1.3,40,,,,0,27.2,13.2
2020-11-12,7,광주시,태양광,1.2662,5.3,,0.2,80,0.2,0.19,,0,28.2,21.6
2020-11-12,8,광주시,태양광,9.860575,7.9,,0.5,68,1,0.82,,0,36.1,24
2020-11-12,9,광주시,태양광,21.87792,10.6,,0.5,55,1,1.43,,0,43.4,27
2020-11-12,10,광주시,태양광,27.382658,13.7,,1,46,1,1.93,,0,45.5,25.9
2020-11-12,11,광주시,태양광,30.924776,16.8,,0.6,42,1,2.22,,0,49.55555556,29
2020-11-12,12,광주시,태양광,31.50114,17.3,,0.6,42,1,2.27,,0,55,29.55555556
2020-11-12,13,광주시,태양광,29.328212,18.8,,1,38,1,2.1,,0,49,28.6
2020-11-12,14,광주시,태양광,25.116747,18.9,,0.9,38,1,1.7,,0,27.3,17.3
2020-11-12,15,광주시,태양광,15.782638,18.8,,0.6,34,1,1.12,,0,23.5,12.5
2020-11-12,16,광주시,태양광,5.148147,17.9,,0.7,32,1,0.49,,0,24.5,12.4
2020-11-12,17,광주시,태양광,1.621708,15.6,,1.3,40,0.3,0.08,,0,25.2,13.3
2020-11-12,18,광주시,태양광,2.92874,13.9,,0.2,46,,,,0,27.8,13.3
2020-11-12,19,광주시,태양광,2.15912,13.1,,0.8,50,,,,0,37.6,19.3
2020-11-13,7,광주시,태양광,1.20896,5.6,,0.1,83,0.1,0.18,,0,40.81818182,31.90909091
2020-11-13,8,광주시,태양광,8.908857,8.3,,0.5,73,1,0.78,,0,45.54545455,32.45454545
2020-11-13,9,광주시,태양광,19.923829,10.6,,0.7,60,1,1.36,,0,54,35.27272727
2020-11-13,10,광주시,태양광,25.134667,13.2,,1.1,48,1,1.87,,0,57.27272727,38.36363636
2020-11-13,11,광주시,태양광,28.84796,16.3,,0.8,38,1,2.13,,0,64.18181818,42.27272727
2020-11-13,12,광주시,태양광,29.653866,18.2,,1.3,32,1,2.18,,0,67.63636364,45.72727273
2020-11-13,13,광주시,태양광,27.112713,19.7,,0.7,33,1,1.98,,0,57.90909091,38.45454545
2020-11-13,14,광주시,태양광,21.953603,19.4,,0.9,38,1,1.58,,0,35.90909091,25.09090909
2020-11-13,15,광주시,태양광,12.976891,18.5,,1.5,42,1,1,,0,34.63636364,21.45454545
2020-11-13,16,광주시,태양광,4.21578,16.7,,1.2,52,0.9,0.41,,0,38.45454545,22.09090909
2020-11-13,17,광주시,태양광,1.582791,14.4,,0.6,61,0,0.07,,0,49.63636364,26.90909091
2020-11-13,18,광주시,태양광,2.83114,14,,0.6,64,,,,0,54.81818182,30.90909091
2020-11-13,19,광주시,태양광,2.14384,13.2,,0.4,69,,,,4,54.36363636,32.45454545
2020-11-14,7,광주시,태양광,0.898071,7.5,,0.1,95,0.1,0.17,,0,49.09090909,42.18181818
2020-11-14,8,광주시,태양광,7.483007,9.8,,0.2,87,1,0.73,,0,49.72727273,40.54545455
2020-11-14,9,광주시,태양광,18.470123,12.1,,0.7,74,1,1.32,,0,57.90909091,42.90909091
2020-11-14,10,광주시,태양광,25.002238,15.7,,0.6,55,1,1.81,,0,63.45454545,47.36363636
2020-11-14,11,광주시,태양광,28.918151,17.5,,1,48,1,2.1,,0,70.54545455,51.54545455
2020-11-14,12,광주시,태양광,29.483457,18.7,,0.7,40,1,2.14,,0,68.63636364,48.36363636
2020-11-14,13,광주시,태양광,27.137933,19.9,,0.7,34,1,1.96,,0,61.18181818,41.54545455
2020-11-14,14,광주시,태양광,22.080448,19.7,,0.4,33,1,1.6,,0,53.81818182,36.54545455
2020-11-14,15,광주시,태양광,8.694862,18.9,,0.7,34,0.7,0.71,,6,50.27272727,31.27272727
2020-11-14,16,광주시,태양광,4.485806,18.9,,0.6,36,0.5,0.38,,8,45.27272727,28.90909091
2020-11-14,17,광주시,태양광,1.799372,16.9,,0,41,0,0.1,,0,46.18181818,27.72727273
2020-11-14,18,광주시,태양광,2.9506,16.5,,0.5,48,,,,6,50.09090909,29.63636364
2020-11-14,19,광주시,태양광,2.14524,14.8,,0.1,56,,,,7,58.2,33.54545455
2020-11-15,7,광주시,태양광,0.59562,9.6,,0.7,92,0,0.14,,7,42.45454545,32.45454545
2020-11-15,8,광주시,태양광,6.199278,11,,0,85,0.6,0.53,,5,41.36363636,29.36363636
2020-11-15,9,광주시,태양광,15.872779,13.6,,0.7,77,0.8,1.14,,6,43.72727273,30.72727273
2020-11-15,10,광주시,태양광,22.540356,16.2,,1,61,1,1.71,,5,47.09090909,31.90909091
2020-11-15,11,광주시,태양광,26.658115,18.2,,1.2,50,1,2.11,,5,48.90909091,34.81818182
2020-11-15,12,광주시,태양광,28.830881,18.2,,1.4,46,1,2.26,,1,50.27272727,32.09090909
2020-11-15,13,광주시,태양광,27.771483,18.9,,1.1,44,1,2.05,,0,43.90909091,26.36363636
2020-11-15,14,광주시,태양광,22.994038,19.5,,1.2,43,1,1.66,,0,30.63636364,16.81818182
2020-11-15,15,광주시,태양광,13.994493,19.4,,1.1,44,1,1.07,,0,29.45454545,14
2020-11-15,16,광주시,태양광,4.42578,18.3,,1.2,47,1,0.45,,0,29.54545455,15.27272727
2020-11-15,17,광주시,태양광,1.54474,16.1,,1.6,57,0,0.07,,0,30.72727273,16.18181818
2020-11-15,18,광주시,태양광,2.95494,14.9,,1,61,,,,5,34.27272727,16.90909091
2020-11-15,19,광주시,태양광,2.13802,13.8,,0.3,68,,,,0,37.63636364,20.72727273
2020-11-16,7,광주시,태양광,0.515312,8.6,,2.1,91,0,0.14,,6,36.36363636,26.54545455
2020-11-16,8,광주시,태양광,7.540523,10.6,,0.7,79,0.8,0.67,,2,38.1,25.09090909
2020-11-16,9,광주시,태양광,20.257241,12.5,,1.2,70,1,1.4,,1,46.90909091,30.09090909
2020-11-16,10,광주시,태양광,26.217589,15.2,,0.9,55,1,1.88,,5,52.63636364,31.63636364
2020-11-16,11,광주시,태양광,30.135746,17.8,,0.6,43,1,2.18,,2,56.4,33.7
2020-11-16,12,광주시,태양광,30.778663,20.3,,0.9,38,1,2.23,,4,59.1,34.8
2020-11-16,13,광주시,태양광,28.526065,21.4,,0.9,30,1,2.07,,3,46.8,28
2020-11-16,14,광주시,태양광,19.542704,20.7,,0.8,32,0.8,1.36,,7,40.8,24
2020-11-16,15,광주시,태양광,14.536136,21.4,,0.6,28,0.9,1.05,,6,35.4,20.4
2020-11-16,16,광주시,태양광,5.493115,20.6,,0.8,26,1,0.51,,7,35.4,20.6
2020-11-16,17,광주시,태양광,1.740194,18.3,,0.5,40,0,0.07,,5,36,20.3
2020-11-16,18,광주시,태양광,2.95304,17.7,,2,40,,,,7,41.45454545,23.72727273
2020-11-16,19,광주시,태양광,2.14428,16.7,,1.2,47,,,,7,59.09090909,34.54545455
2020-11-17,7,광주시,태양광,0.446804,14.4,,0.7,70,0,0.14,,9,50.45454545,37.72727273
2020-11-17,8,광주시,태양광,2.427207,15.5,,0.7,69,0,0.25,,9,55.18181818,35.90909091
2020-11-17,9,광주시,태양광,4.225314,16.4,,0.2,70,0,0.4,,10,60.18181818,37.72727273
2020-11-17,10,광주시,태양광,15.387048,18.5,,1.4,66,0.5,1.23,,8,69.4,41.5
2020-11-17,11,광주시,태양광,8.406177,18.9,0,0.9,65,0.1,0.87,,9,69.6,42.8
2020-11-17,12,광주시,태양광,21.678241,21.6,,1.2,59,0.8,1.55,,6,60,39.7
2020-11-17,13,광주시,태양광,13.569061,20.9,,3.1,63,0.1,0.85,,9,55,37.3
2020-11-17,14,광주시,태양광,12.583636,21.6,,2.4,60,0.4,1.01,,7,52.7,35.2
2020-11-17,15,광주시,태양광,9.440353,20.7,,1.8,65,0.5,0.77,,6,46.1,26
2020-11-17,16,광주시,태양광,1.21828,18,,2.4,95,0,0.15,,7,40.09090909,22.63636364
2020-11-17,17,광주시,태양광,1.383319,17.8,3.1,0.7,95,0,0.07,,8,37.3,22.7
2020-11-17,18,광주시,태양광,2.08618,17.9,,0.5,95,,,,3,41.2,24.1
2020-11-17,19,광주시,태양광,1.53252,16.9,,1.3,97,,,,4,36.44444444,25.11111111
2020-11-18,7,광주시,태양광,0.329074,18.5,,1.9,95,0,0.12,,8,29.9,25.63636364
2020-11-18,8,광주시,태양광,3.071083,19.9,,2.2,88,0,0.35,,9,32.81818182,23.54545455
2020-11-18,9,광주시,태양광,7.157675,20.9,,3,74,0,0.62,,9,30.18181818,19.90909091
2020-11-18,10,광주시,태양광,14.126348,21.8,,4.2,70,0.3,1.18,,8,25.7,15.2
2020-11-18,11,광주시,태양광,22.55106,22.8,,5.5,69,0.8,1.95,,7,27.7,14.2
2020-11-18,12,광주시,태양광,15.605548,22.1,,4.1,70,0.6,1.72,,9,27.7,12.2
2020-11-18,13,광주시,태양광,5.561516,22,,4,71,0,0.58,,10,29.6,13.5
2020-11-18,14,광주시,태양광,2.732207,21.6,0,3.1,78,0,0.37,,10,29.09090909,13.09090909
2020-11-18,15,광주시,태양광,2.376063,20.8,,3.2,86,0,0.29,,10,28.7,15.2
2020-11-18,16,광주시,태양광,1.011496,20.7,,3.5,91,0,0.16,,10,27.9,14.2
2020-11-18,17,광주시,태양광,1.378208,20.2,0.1,3.6,96,0,0.06,,10,26.55555556,11.66666667
2020-11-18,18,광주시,태양광,1.74638,20.6,,4.3,94,,,,10,22.6,9.7
2020-11-18,19,광주시,태양광,0.9457,21,,5.5,93,,,,6,18.36363636,9.909090909
2020-11-19,7,광주시,태양광,0.009424,20.2,,4.1,96,0,0.09,,10,17.18181818,6.545454545
2020-11-19,8,광주시,태양광,0.282915,20.2,1.7,4.2,98,0,0.19,,10,13.36363636,6
2020-11-19,9,광주시,태양광,0.365171,20.2,,3.1,99,0,0.15,,10,13,5.909090909
2020-11-19,10,광주시,태양광,0.811175,20.9,,8.2,99,0,0.16,,10,12.18181818,5.363636364
2020-11-19,11,광주시,태양광,1.115427,20.6,17.3,7.3,99,0,0.18,,10,10.27272727,3.363636364
2020-11-19,12,광주시,태양광,2.210854,18.9,,4.3,99,0,0.16,,10,9.454545455,3.545454545
2020-11-19,13,광주시,태양광,1.847615,17.3,,3.4,97,0,0.19,,9,8.181818182,3.363636364
2020-11-19,14,광주시,태양광,0.556237,16,2.1,2,96,0,0.16,,10,7.181818182,4.545454545
2020-11-19,15,광주시,태양광,1.78733,15.9,,1.4,94,0,0.21,,10,14.09090909,9.272727273
2020-11-19,16,광주시,태양광,0.464686,15,,1.3,94,0,0.12,,9,24.81818182,17.81818182
2020-11-19,17,광주시,태양광,0.020812,14.5,0,1.3,94,0,0.06,,8,21.81818182,14.81818182
2020-11-19,18,광주시,태양광,0.264,13.8,,1.5,89,,,,8,18.63636364,11.36363636
2020-11-19,19,광주시,태양광,0.01536,13.3,,1.6,89,,,,8,15,9.545454545
2020-11-20,7,광주시,태양광,0.065176,9.3,,3,74,0,0.08,,10,20.90909091,12
2020-11-20,8,광주시,태양광,0.838455,9.2,,2.2,74,0,0.22,,10,23.90909091,11.09090909
2020-11-20,9,광주시,태양광,1.37072,9,,2.1,73,0,0.29,,10,21.81818182,11.27272727
2020-11-20,10,광주시,태양광,2.337085,9,,1.3,72,0,0.34,,10,24.81818182,11.54545455
2020-11-20,11,광주시,태양광,2.80331,9,,2,71,0,0.4,,10,25.18181818,11.63636364
2020-11-20,12,광주시,태양광,3.194779,8.6,,2.7,69,0,0.39,,10,25.45454545,12.09090909
2020-11-20,13,광주시,태양광,2.97831,8.6,,2.1,73,0,0.32,,10,24.54545455,12
2020-11-20,14,광주시,태양광,2.502067,8.6,,1.9,71,0,0.27,,10,22.63636364,11.09090909
2020-11-20,15,광주시,태양광,1.655766,8.5,,2.2,72,0,0.21,,10,23.63636364,10.36363636
2020-11-20,16,광주시,태양광,0.506683,8.4,,2.9,70,0,0.13,,10,22.45454545,9.818181818
2020-11-20,17,광주시,태양광,0.011067,8.4,,2.2,71,0,0.06,,10,21.45454545,8.181818182
