날짜,시간,지역,연료원,전력거래량(MWh),기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),PM10 평균,PM2.5 평균
2020-01-01,7,광주시,태양광,0,-3.8,,0.5,59,,,,10,14.2,8.1
2020-01-01,8,광주시,태양광,0.024782,-3.7,,0.3,59,0,0.07,,8,14.4,9.2
2020-01-01,9,광주시,태양광,2.793274,-2.5,,0.6,54,0.7,0.45,,8,16.7,10.9
2020-01-01,10,광주시,태양광,8.886056,-1,,0.8,53,0.4,0.75,,6,18,9.6
2020-01-01,11,광주시,태양광,12.679021,0.2,,0.9,50,0.4,1.08,,9,20.8,14.3
2020-01-01,12,광주시,태양광,12.862381,1.6,,0.9,49,0,0.98,,8,23.1,14.3
2020-01-01,13,광주시,태양광,13.458181,3.1,,0.9,51,0,1.11,,9,24.6,16.2
2020-01-01,14,광주시,태양광,13.35317,3.9,,1.3,51,0,1.04,,9,23.3,15.2
2020-01-01,15,광주시,태양광,16.14445,4.3,,3.3,50,0.4,1.27,,8,23.3,13.3
2020-01-01,16,광주시,태양광,11.918327,4.7,,1.9,49,1,1.28,,6,20.9,12.3
2020-01-01,17,광주시,태양광,4.808239,3.8,,1.4,51,1,0.5,,4,21,13.4
2020-01-01,18,광주시,태양광,1.711531,2.8,,0.6,55,0.1,0.09,,0,21.4,11.9
2020-01-01,19,광주시,태양광,1.71862,2,,1.5,59,,,,0,24.9,15.2
2020-01-02,7,광주시,태양광,0,-2.4,,0.1,89,,,,4,30.4,23.4
2020-01-02,8,광주시,태양광,0.030422,-2,,0.9,87,0,0.07,,0,32.8,24.4
2020-01-02,9,광주시,태양광,3.111954,-0.6,,0.2,82,0.7,0.36,,0,36.2,26.7
2020-01-02,10,광주시,태양광,11.612901,0.7,,0.3,76,1,0.87,,0,43.6,28.7
2020-01-02,11,광주시,태양광,19.511522,3.4,,0.7,64,1,1.4,,3,47.1,34.9
2020-01-02,12,광주시,태양광,23.693528,5.4,,0.9,55,1,1.73,,2,54.2,37.1
2020-01-02,13,광주시,태양광,27.608212,6.7,,1.1,50,1,1.88,,0,48,31.1
2020-01-02,14,광주시,태양광,27.232033,8,,1.8,48,1,1.8,,0,46.8,30.3
2020-01-02,15,광주시,태양광,21.851708,8.4,,1.3,46,1,1.46,,0,51.7,33.1
2020-01-02,16,광주시,태양광,13.296597,7.8,,1.4,43,1,0.96,,0,52.8,36.7
2020-01-02,17,광주시,태양광,4.83029,6.7,,0.9,47,1,0.44,,0,57.1,39.1
2020-01-02,18,광주시,태양광,1.73627,5.6,,1.4,52,0,0.09,,0,59.2,40.7
2020-01-02,19,광주시,태양광,2.39598,4.6,,1.1,61,,,,0,62.3,43.8
2020-01-03,7,광주시,태양광,0.00048,0.3,,0.1,91,,,,0,66.1,54
2020-01-03,8,광주시,태양광,0.02024,0.4,,0.7,92,0,0.07,,2,70.6,57
2020-01-03,9,광주시,태양광,2.965071,1.3,,0.8,87,0,0.26,,4,73.9,57.2
2020-01-03,10,광주시,태양광,11.407945,3.6,,0.6,76,1,0.89,,2,79.1,59.8
2020-01-03,11,광주시,태양광,16.655943,5.5,,0.2,66,1,1.2,,4,88,66.1
2020-01-03,12,광주시,태양광,21.386014,6.8,,1.8,56,0.9,1.51,,4,89,65.3
2020-01-03,13,광주시,태양광,25.137473,7.9,,1.5,51,1,1.97,,3,76.1,54.7
2020-01-03,14,광주시,태양광,25.7156,8,,1.5,51,1,1.84,,3,61.6,41.1
2020-01-03,15,광주시,태양광,22.827355,8.3,,1.8,49,1,1.52,,0,58.4,40.6
2020-01-03,16,광주시,태양광,14.208584,8.1,,1.4,47,1,1.02,,0,57.3,41.7
2020-01-03,17,광주시,태양광,5.00896,7,,1,53,0.9,0.47,,0,55.7,41
2020-01-03,18,광주시,태양광,1.667862,6,,1.1,60,0,0.08,,0,59.8,42.2
2020-01-03,19,광주시,태양광,2.384,5,,0.8,59,,,,0,65,45.2
2020-01-04,7,광주시,태양광,0,-1.1,,0,93,,,,9,55.8,47
2020-01-04,8,광주시,태양광,0.013115,-1.4,,1.2,93,0,0.06,,7,59,42.7
2020-01-04,9,광주시,태양광,2.343048,-0.6,,0.5,91,0,0.28,,7,61.8,45.7
2020-01-04,10,광주시,태양광,12.329734,2.3,,0.1,80,0.9,0.95,,6,69.1,55.3
2020-01-04,11,광주시,태양광,18.95209,4.4,,0.6,70,1,1.42,,4,75.8,61.7
2020-01-04,12,광주시,태양광,24.656912,6.7,,0.9,59,1,1.79,,4,78,60.2
2020-01-04,13,광주시,태양광,27.498226,7.9,,1.1,55,1,1.93,,6,71.2,53.2
2020-01-04,14,광주시,태양광,25.250696,8.1,,1.8,50,0.8,1.46,,4,48.6,36.8
2020-01-04,15,광주시,태양광,22.633212,8.9,,1.5,47,1,1.41,,1,32.6,22
2020-01-04,16,광주시,태양광,13.623521,8.5,,2.5,48,1,1.03,,0,39.6,29.9
2020-01-04,17,광주시,태양광,4.876105,7.6,,1.5,53,1,0.47,,0,46.8,35
2020-01-04,18,광주시,태양광,1.764691,6.7,,2.2,57,0,0.09,,1,53.7,39.7
2020-01-04,19,광주시,태양광,2.39882,6.1,,2,62,,,,0,61.3,42.7
2020-01-05,7,광주시,태양광,0,-1.5,,0,95,,,,0,57.8,42.9
2020-01-05,8,광주시,태양광,0.021606,-1.5,,0,94,0,0.06,,0,58.3,49
2020-01-05,9,광주시,태양광,3.260256,0,,0,87,0.8,0.64,,0,58.1,47.3
2020-01-05,10,광주시,태양광,14.295511,1.6,,1.2,77,1,1.26,,0,62.3,51
2020-01-05,11,광주시,태양광,23.846034,6.2,,2.6,34,1,1.64,,0,60.4,45.2
2020-01-05,12,광주시,태양광,30.922068,7.6,,1.8,30,1,2.01,,0,56.6,48
2020-01-05,13,광주시,태양광,33.056038,9.1,,1.4,24,1,2.16,,0,28.3,24.1
2020-01-05,14,광주시,태양광,28.063062,10.2,,1.3,19,1,1.87,,0,17.6,13.8
2020-01-05,15,광주시,태양광,18.105327,10.7,,1.3,17,0.7,1.33,,7,16.6,10
2020-01-05,16,광주시,태양광,15.454017,10.3,,0.6,17,1,1.28,,8,15.6,9.8
2020-01-05,17,광주시,태양광,4.233539,9.5,,0.4,23,0.2,0.39,,6,15.1,10.3
2020-01-05,18,광주시,태양광,1.682683,8.8,,0.4,27,0,0.08,,4,18.1,11.7
2020-01-05,19,광주시,태양광,2.41498,8,,0.4,31,,,,10,28,16.7
2020-01-06,7,광주시,태양광,0,6.4,,0.9,51,,,,10,31.6,20.6
2020-01-06,8,광주시,태양광,0.000752,5.3,,1.8,66,0,0.05,,10,34.7,24.2
2020-01-06,9,광주시,태양광,0.180384,5,0.2,0.8,80,0,0.09,,10,32.9,22.1
2020-01-06,10,광주시,태양광,1.444858,5.4,,1.3,91,0,0.21,,10,34.4,24.7
2020-01-06,11,광주시,태양광,1.798156,6.3,,1.2,93,0,0.22,,10,30.7,18
2020-01-06,12,광주시,태양광,1.684388,6.5,0.7,1.2,95,0,0.2,,10,26,18.2
2020-01-06,13,광주시,태양광,2.730555,7.3,,1.5,95,0,0.27,,10,25.7,18.2
2020-01-06,14,광주시,태양광,1.800364,7.6,,0.7,96,0,0.21,,10,24.3,15.9
2020-01-06,15,광주시,태양광,1.139379,8.2,1.6,0.7,96,0,0.15,,10,20.4,13.3
2020-01-06,16,광주시,태양광,0.626003,7.8,,1.1,97,0,0.13,,10,16.1,10.4
2020-01-06,17,광주시,태양광,0.256313,7.9,,0.5,98,0,0.1,,10,14.9,9.7
2020-01-06,18,광주시,태양광,0.015152,8.1,3.1,1.1,97,0,0.05,,10,12.6,7.7
2020-01-06,19,광주시,태양광,0.11536,8.4,,1,97,,,,10,15.6,8.4
2020-01-07,7,광주시,태양광,0,9.8,,0.2,99,,,,10,9,6.8
2020-01-07,8,광주시,태양광,0,10.3,,0,99,0,0.06,,10,7.1,6.1
2020-01-07,9,광주시,태양광,0.010786,12.3,5.8,0.8,99,0,0.07,,10,9.6,6.7
2020-01-07,10,광주시,태양광,0.133682,13,,1.7,99,0,0.09,,10,12.7,9.6
2020-01-07,11,광주시,태양광,0.390371,15.1,,3,99,0,0.11,,10,16.9,12
2020-01-07,12,광주시,태양광,0.551518,15.3,5.5,1.5,99,0,0.16,,10,17.8,7.2
2020-01-07,13,광주시,태양광,1.639877,15.9,,2.8,99,0,0.25,,10,18.4,11.6
2020-01-07,14,광주시,태양광,1.751418,16.2,,4,99,0,0.21,,10,15.3,8.1
2020-01-07,15,광주시,태양광,1.653956,16.1,1.8,3.7,98,0,0.19,,10,14.7,9
2020-01-07,16,광주시,태양광,0.586748,16.3,,2.8,98,0,0.16,,10,13.4,7.6
2020-01-07,17,광주시,태양광,0.096908,17,,3.2,96,0,0.09,,10,16.3,8.8
2020-01-07,18,광주시,태양광,0.0308,17.6,0.5,4.6,94,0,0.06,,10,21.1,8.8
2020-01-07,19,광주시,태양광,0.17232,16.7,,5.9,98,,,,10,21.7,9.7
2020-01-08,7,광주시,태양광,0,5.6,,4.3,94,,,,10,15.2,8.8
2020-01-08,8,광주시,태양광,0,5.8,,3.5,84,0,0.05,,10,33,23.4
2020-01-08,9,광주시,태양광,0.029178,5.7,0.2,2.6,78,0,0.08,,10,47.1,29.7
2020-01-08,10,광주시,태양광,0.376945,5.2,,2.9,81,0,0.12,,10,44.4,27.1
2020-01-08,11,광주시,태양광,0.876233,4.8,,2.3,82,0,0.14,,10,45,27.2
2020-01-08,12,광주시,태양광,0.813033,4.7,0,2.6,80,0,0.15,,10,44.7,25.8
2020-01-08,13,광주시,태양광,1.26426,4.5,,1.8,84,0,0.14,,10,42.1,24.1
2020-01-08,14,광주시,태양광,1.13481,4.3,,1.1,90,0,0.12,,10,45.9,27.6
2020-01-08,15,광주시,태양광,0.80062,4.4,0,1.6,91,0,0.14,,10,37.7,22.3
2020-01-08,16,광주시,태양광,0.247572,4.5,,1.9,88,0,0.1,,10,33.7,20
2020-01-08,17,광주시,태양광,0.043154,4.4,,1.4,91,0,0.08,,10,40.2,24.4
2020-01-08,18,광주시,태양광,0.01592,4.3,0,1.7,90,0,0.06,,10,35.3,24.9
2020-01-08,19,광주시,태양광,0,4.3,,1.4,86,,,,10,36.9,27.2
2020-01-09,7,광주시,태양광,0,2.9,,2,64,,,,10,38.7,26.6
2020-01-09,8,광주시,태양광,0.024663,2.7,,2.1,66,0,0.06,,7,39.6,27.4
2020-01-09,9,광주시,태양광,1.558574,2.6,,1.7,70,0.2,0.24,,6,39,25.9
2020-01-09,10,광주시,태양광,9.687972,4.1,,2.1,59,1,0.93,,5,39.2,26.4
2020-01-09,11,광주시,태양광,19.359864,4.5,,2.4,58,1,1.51,,6,36.3,26.7
2020-01-09,12,광주시,태양광,22.232193,5,,2,56,1,1.69,,6,31.7,21.7
2020-01-09,13,광주시,태양광,22.22381,5.3,,2,56,1,1.61,,7,29.8,21.4
2020-01-09,14,광주시,태양광,22.993887,5.8,,1.2,53,1,1.65,,8,28.4,19.7
2020-01-09,15,광주시,태양광,18.229464,5.7,,1.9,52,1,1.28,,7,28.4,20.3
2020-01-09,16,광주시,태양광,11.031403,5.2,,1.8,57,0.6,0.77,,7,25.4,19.9
2020-01-09,17,광주시,태양광,4.439781,4.5,,1.4,55,0,0.38,,5,23.6,15.7
2020-01-09,18,광주시,태양광,1.798084,3.6,,1.2,60,0,0.09,,7,24.7,15.3
2020-01-09,19,광주시,태양광,2.38082,3,,1.7,65,,,,8,21.7,13.3
2020-01-10,7,광주시,태양광,0,-1.2,,0.3,90,,,,0,32.4,26.8
2020-01-10,8,광주시,태양광,0.033262,-0.9,,1,88,0,0.07,,0,36.8,30
2020-01-10,9,광주시,태양광,4.125827,0.2,,0.7,83,0.7,0.41,,8,44.7,33.1
2020-01-10,10,광주시,태양광,12.639548,1.8,,2,59,0.5,0.93,,8,44.1,34.7
2020-01-10,11,광주시,태양광,23.657737,3.6,,2.8,48,1,1.65,,0,41,31.8
2020-01-10,12,광주시,태양광,30.38263,5.7,,2.3,37,1,1.99,,0,34.9,24.7
2020-01-10,13,광주시,태양광,32.961061,7.1,,1.4,39,1,2.12,,8,25.2,18.1
2020-01-10,14,광주시,태양광,30.397301,8.7,,1,34,1,1.85,,4,25.4,18.1
2020-01-10,15,광주시,태양광,27.552202,9.6,,2.6,35,1,1.71,,0,23.3,16.1
2020-01-10,16,광주시,태양광,17.771857,8.3,,1.8,41,1,1.18,,2,25.4,16.8
2020-01-10,17,광주시,태양광,6.322078,6.7,,1,36,1,0.53,,3,29,19.1
2020-01-10,18,광주시,태양광,1.849785,4.7,,1,42,0,0.1,,6,31.3,22.4
2020-01-10,19,광주시,태양광,2.42094,3.6,,1.4,49,,,,6,29.9,22.1
2020-01-11,7,광주시,태양광,0,0.5,,1.5,70,,,,8,41.7,35.6
2020-01-11,8,광주시,태양광,0.018758,1.2,,2.3,66,0,0.07,,7,44.2,33.6
2020-01-11,9,광주시,태양광,1.267475,0.9,,0.9,76,0,0.23,,7,46.4,37.1
2020-01-11,10,광주시,태양광,6.085851,2.2,,0.6,71,0,0.39,,6,54,41.9
2020-01-11,11,광주시,태양광,19.443712,5.1,,1,58,0.9,1.36,,0,58.4,45.6
2020-01-11,12,광주시,태양광,18.4138,7.1,,1,51,0.8,1.65,,2,58.9,45.6
2020-01-11,13,광주시,태양광,26.044231,7.6,,1.2,48,1,1.93,,3,55.6,40.1
2020-01-11,14,광주시,태양광,27.683851,8,,2.2,45,0.9,1.65,,1,52.1,40
2020-01-11,15,광주시,태양광,24.341959,7.7,,2.3,45,1,1.6,,0,49.2,37.9
2020-01-11,16,광주시,태양광,14.208101,7,,1.6,49,0.9,0.93,,3,49.1,38.8
2020-01-11,17,광주시,태양광,5.211946,6,,1.8,53,0.8,0.45,,2,49.6,34.8
2020-01-11,18,광주시,태양광,1.714924,5,,2.1,55,0,0.09,,6,53.6,43.4
2020-01-11,19,광주시,태양광,2.39556,4.3,,0.9,63,,,,9,50.7,35.2
2020-01-12,7,광주시,태양광,0,2.6,,0.1,72,,,,9,23.9,13.7
2020-01-12,8,광주시,태양광,0.003499,2.7,,0.5,72,0,0.06,,8,24.4,13.6
2020-01-12,9,광주시,태양광,0.973197,3,,0.5,71,0,0.13,,8,26.3,15.7
2020-01-12,10,광주시,태양광,3.947899,3.7,,1,64,0,0.37,,8,26.6,16.2
2020-01-12,11,광주시,태양광,7.732309,4.4,,1.9,54,0.2,0.97,,9,25,16.3
2020-01-12,12,광주시,태양광,11.418792,4.6,,1.6,55,0.2,1,,8,21.1,10.7
2020-01-12,13,광주시,태양광,10.220797,4.8,,1.6,53,0,0.78,,9,18.2,9.9
2020-01-12,14,광주시,태양광,10.062668,4.5,,1.5,55,0,0.74,,9,17.7,9.2
2020-01-12,15,광주시,태양광,9.081026,4.4,,1.3,55,0.1,0.64,,8,20.8,12.1
2020-01-12,16,광주시,태양광,5.734559,4.3,,2.4,53,0.2,0.62,,8,19.9,10.1
2020-01-12,17,광주시,태양광,2.05976,4.1,,2.2,54,0,0.27,,8,20.9,10.8
2020-01-12,18,광주시,태양광,1.255144,3.8,,2.1,55,0,0.08,,8,21.1,10.1
2020-01-12,19,광주시,태양광,1.0098,3.7,,1.1,58,,,,0,18.1,8.7
2020-01-13,7,광주시,태양광,0,2.5,,1.1,69,,,,9,22.8,12.7
2020-01-13,8,광주시,태양광,0.000344,2.8,,0.8,63,0,0.06,,10,24.4,14.6
2020-01-13,9,광주시,태양광,0.789263,3,,1.5,63,0,0.17,,10,26.8,17.7
2020-01-13,10,광주시,태양광,5.450932,3.3,,1.6,58,0,0.37,,9,27.4,17.7
2020-01-13,11,광주시,태양광,12.046235,3.4,,2.2,56,0.1,0.52,,9,26.9,17
2020-01-13,12,광주시,태양광,12.900778,4.2,,2,50,0.2,0.95,,8,20.9,13.2
2020-01-13,13,광주시,태양광,19.471763,4.7,,2.3,47,0.3,1.16,,8,16.1,7.8
2020-01-13,14,광주시,태양광,21.591183,4.1,,2.4,55,0.7,1.58,,8,14.2,6.8
2020-01-13,15,광주시,태양광,15.246161,4,,2.7,58,0.6,1.4,,9,15.9,8.6
2020-01-13,16,광주시,태양광,11.629272,3.4,,1.9,55,0.8,1.11,,9,16.3,8.7
2020-01-13,17,광주시,태양광,4.917157,2.9,,2.2,54,0.1,0.32,,7,13.2,6.6
2020-01-13,18,광주시,태양광,1.712613,1.9,,1.8,55,0.2,0.1,,7,13.1,6.3
2020-01-13,19,광주시,태양광,1.57144,1.1,,1.7,57,,,,0,14.9,7.7
2020-01-14,7,광주시,태양광,0,-0.2,,2.6,57,,,,9,15.8,8.9
2020-01-14,8,광주시,태양광,0.005352,-0.2,,2.2,57,0,0.06,,10,19,11.8
2020-01-14,9,광주시,태양광,1.473516,0.3,,1.5,53,0,0.23,,10,21.7,13
2020-01-14,10,광주시,태양광,6.433315,1.7,,2.5,48,0.1,0.55,,8,25.6,16.6
2020-01-14,11,광주시,태양광,14.344248,2.9,,2.8,41,0.9,1.19,,10,26.6,16.7
2020-01-14,12,광주시,태양광,15.667644,3.7,,1.9,42,0.5,1.18,,6,25.3,17
2020-01-14,13,광주시,태양광,22.310094,4.5,,1,41,0.9,1.52,,7,24.3,18.3
2020-01-14,14,광주시,태양광,24.973182,5.6,,1.5,40,0.9,1.64,,6,22.8,17.3
2020-01-14,15,광주시,태양광,22.767747,5.5,,1.9,42,0.7,1.4,,3,23.8,16.3
2020-01-14,16,광주시,태양광,15.051859,5.4,,1.6,42,0.8,0.87,,1,25.2,20.8
2020-01-14,17,광주시,태양광,6.443025,5,,2.2,48,0.7,0.46,,7,26.7,20.8
2020-01-14,18,광주시,태양광,2.039381,3.7,,1.3,55,0.1,0.12,,6,25.8,16.3
2020-01-14,19,광주시,태양광,2.30024,3.7,,1,58,,,,6,26.6,15.2
2020-01-15,7,광주시,태양광,0,-1.9,,0.8,85,,,,4,45.8,34.9
2020-01-15,8,광주시,태양광,0.009734,-1.1,,0.1,80,0,0.06,,7,49.1,37.4
2020-01-15,9,광주시,태양광,3.235839,0.1,,0.6,71,0.4,0.33,,6,53.1,44.7
2020-01-15,10,광주시,태양광,10.439274,1.4,,1.4,57,0.4,0.71,,7,52.3,43
2020-01-15,11,광주시,태양광,22.714828,2.6,,0.9,54,0.6,1.33,,3,53.1,42.2
2020-01-15,12,광주시,태양광,24.384499,3.3,,1.2,52,0.8,1.64,,5,31.1,25.7
2020-01-15,13,광주시,태양광,22.276849,4.1,,1.5,49,0.6,1.48,,4,25,18.4
2020-01-15,14,광주시,태양광,25.386179,5.1,,1.7,45,1,2.02,,5,23.6,15.2
2020-01-15,15,광주시,태양광,28.574164,4.5,,1.8,44,1,1.76,,3,18.3,11.6
2020-01-15,16,광주시,태양광,18.259357,4.3,,2.3,46,1,1.15,,3,19.4,14.9
2020-01-15,17,광주시,태양광,4.68765,2.8,,1.3,50,0.6,0.43,,6,18.7,11.3
2020-01-15,18,광주시,태양광,1.901694,2.1,,1.8,52,0,0.1,,6,23,15.3
2020-01-15,19,광주시,태양광,2.41346,1.4,,2.6,55,,,,9,25.2,16.9
2020-01-16,7,광주시,태양광,0,-0.8,,4.3,55,,,,7,27,21.7
2020-01-16,8,광주시,태양광,0.025098,-0.7,,2.7,51,0,0.07,,8,30.4,22.7
2020-01-16,9,광주시,태양광,2.578255,0.3,,2.3,46,0,0.28,,8,26.2,19.3
2020-01-16,10,광주시,태양광,10.780235,1.8,,2.7,48,0.8,0.88,,8,28.8,20.7
2020-01-16,11,광주시,태양광,18.882123,3.3,,1.8,45,0.8,1.24,,7,27.4,19
2020-01-16,12,광주시,태양광,28.502463,4.7,,3.3,32,1,1.88,,6,27.8,20.6
2020-01-16,13,광주시,태양광,33.03403,6.2,,2,23,1,2.14,,3,23.7,15.9
2020-01-16,14,광주시,태양광,32.096234,6.4,,1.8,27,1,2.02,,2,19.2,13
2020-01-16,15,광주시,태양광,25.786432,7.1,,1.4,29,1,1.61,,4,20.8,13.6
2020-01-16,16,광주시,태양광,15.567937,6.8,,1.6,26,1,1.05,,6,18.6,13.4
2020-01-16,17,광주시,태양광,5.936477,4.9,,1.8,28,0.2,0.46,,8,25.2,17.9
2020-01-16,18,광주시,태양광,1.943029,3.8,,0.5,31,0,0.11,,8,27.7,17.1
2020-01-16,19,광주시,태양광,2.37844,3.2,,1.4,33,,,,10,26.1,17.7
2020-01-17,7,광주시,태양광,0.00048,0.9,,1.2,40,,,,10,27.4,21.2
2020-01-17,8,광주시,태양광,0.020358,0.7,,0.7,43,0,0.06,,10,29.6,21.9
2020-01-17,9,광주시,태양광,2.251659,1.1,,0.3,43,0,0.26,,10,31.7,22.7
2020-01-17,10,광주시,태양광,9.560299,2.4,,0.3,34,0.4,0.78,,10,38.6,24.8
2020-01-17,11,광주시,태양광,15.089208,3.7,,0.7,32,0.8,1.17,,7,41,25
2020-01-17,12,광주시,태양광,20.780272,5.3,,1.3,26,1,1.32,,8,34.6,23.4
2020-01-17,13,광주시,태양광,30.36365,6.8,,1.1,20,1,1.92,,5,31.7,19.8
2020-01-17,14,광주시,태양광,32.153487,7.1,,2.1,13,1,2.03,,1,23.7,15.1
2020-01-17,15,광주시,태양광,24.878226,7.3,,1.9,17,1,1.52,,5,20,12.3
2020-01-17,16,광주시,태양광,18.20573,7,,1.5,20,1,1.12,,3,20,12
2020-01-17,17,광주시,태양광,7.635519,5.6,,1.8,27,1,0.65,,1,26.1,14.8
2020-01-17,18,광주시,태양광,2.417469,3.4,,2,46,0.4,0.15,,2,28.9,18.1
2020-01-17,19,광주시,태양광,2.41554,2.6,,1.1,44,,,,5,37.3,24.3
2020-01-18,7,광주시,태양광,0,-1.4,,0.3,65,,,,8,53.3,41.2
2020-01-18,8,광주시,태양광,0.033638,-1.6,,0.9,67,0,0.06,,0,53.7,40.7
2020-01-18,9,광주시,태양광,3.773331,-0.4,,0,68,0.7,0.42,,0,53.9,33
2020-01-18,10,광주시,태양광,15.458341,3.1,,0.9,52,1,1.11,,0,59.6,43
2020-01-18,11,광주시,태양광,25.251536,4.4,,1.7,50,1,1.65,,0,60,45.6
2020-01-18,12,광주시,태양광,32.116686,5.9,,1.4,36,1,2.03,,0,32.9,21.8
2020-01-18,13,광주시,태양광,35.143153,6.7,,2.4,28,1,2.22,,0,20.9,12.8
2020-01-18,14,광주시,태양광,34.915033,6.8,,2,23,1,2.16,,0,16.8,8.6
2020-01-18,15,광주시,태양광,30.374693,7.1,,2,29,1,1.84,,0,16.7,9
2020-01-18,16,광주시,태양광,21.089172,6.9,,2.4,30,1,1.31,,0,19,12.4
2020-01-18,17,광주시,태양광,8.444442,6.2,,2,42,1,0.7,,0,19.9,12.7
2020-01-18,18,광주시,태양광,2.356273,4.5,,1.5,48,0.6,0.16,,0,20.9,14.9
2020-01-18,19,광주시,태양광,2.44932,3.7,,1.6,53,,,,0,22.6,14.1
2020-01-19,7,광주시,태양광,0,0.5,,0,83,,,,10,39,32
2020-01-19,8,광주시,태양광,0.003263,0.8,,0,82,0,0.06,,10,41.2,29.1
2020-01-19,9,광주시,태양광,0.964754,1.3,,0.1,81,0,0.17,,10,42.4,34.6
2020-01-19,10,광주시,태양광,4.020611,2,,0.2,78,0,0.38,,10,46.7,37.3
2020-01-19,11,광주시,태양광,5.165246,3.3,,0.7,69,0,0.61,,10,51.6,40.7
2020-01-19,12,광주시,태양광,6.044545,4,,0.6,68,0,0.52,,10,54.7,43.6
2020-01-19,13,광주시,태양광,7.535291,4.6,,0.7,68,0,0.63,,10,58.6,46.8
2020-01-19,14,광주시,태양광,9.642473,5.8,,0.7,75,0,0.74,,10,67.6,49
2020-01-19,15,광주시,태양광,12.261284,6.3,0,0.5,70,0.3,1.07,,9,75.6,63.9
2020-01-19,16,광주시,태양광,7.715201,6.9,,0.8,68,0.4,0.75,,8,80.2,67.7
2020-01-19,17,광주시,태양광,3.610786,6.8,,1,61,0,0.31,,6,86.1,72
2020-01-19,18,광주시,태양광,1.676158,6.1,,1.8,63,0,0.11,,2,85.1,77.7
2020-01-19,19,광주시,태양광,1.02212,5.2,,1.4,66,,,,0,106.6,86.6
2020-01-20,7,광주시,태양광,0.00012,1.4,,0,87,,,,4,85.1,69.1
2020-01-20,8,광주시,태양광,0.004364,1.6,,0,90,0,0.06,,7,80.7,64.2
2020-01-20,9,광주시,태양광,2.136294,2.3,,0,86,0,0.25,,7,75.3,67.7
2020-01-20,10,광주시,태양광,11.749348,4.6,,0,71,0.8,0.89,,4,95.4,73.8
2020-01-20,11,광주시,태양광,21.990277,6.1,,1.9,48,1,1.45,,4,94.7,71.1
2020-01-20,12,광주시,태양광,26.022208,6.8,,2.3,40,0.5,1.28,,4,64.3,45.3
2020-01-20,13,광주시,태양광,25.982721,6.6,,2.2,44,0.7,1.7,,7,40.3,14.6
2020-01-20,14,광주시,태양광,17.781659,7.6,,1.8,49,0.4,1.29,,5,50.8,18.7
2020-01-20,15,광주시,태양광,13.964999,7.5,,2.4,45,0.6,1.45,,5,50.1,19.6
2020-01-20,16,광주시,태양광,11.427659,6.3,,1.8,43,0.9,1.2,,4,55.9,19.6
2020-01-20,17,광주시,태양광,6.335748,5.5,,2.2,48,0.5,0.44,,3,52.8,21.1
2020-01-20,18,광주시,태양광,2.239281,5.1,,1.5,51,0,0.12,,4,58.7,23.3
2020-01-20,19,광주시,태양광,2.37422,4.5,,0.9,49,,,,1,62.2,24.7
2020-01-21,7,광주시,태양광,0,-1.5,,1.3,53,,,,0,23.9,11.4
2020-01-21,8,광주시,태양광,0.055473,-2.2,,1.6,55,0,0.06,,0,29.6,13.3
2020-01-21,9,광주시,태양광,4.674739,-0.3,,2.3,49,0.7,0.47,,0,35.3,18.3
2020-01-21,10,광주시,태양광,16.945154,1.4,,3,38,1,1.19,,0,40.2,24
2020-01-21,11,광주시,태양광,27.25394,3.2,,1.8,30,1,1.76,,0,31.2,16
2020-01-21,12,광주시,태양광,33.137683,5.3,,2.1,20,1,2.17,,0,22,12.4
2020-01-21,13,광주시,태양광,35.798097,6.7,,1.7,17,1,2.34,,0,20.3,8.4
2020-01-21,14,광주시,태양광,35.719335,7.8,,1,14,1,2.24,,0,16.6,8.9
2020-01-21,15,광주시,태양광,31.419108,9.7,,1.3,15,1,1.91,,0,13.9,7.8
2020-01-21,16,광주시,태양광,22.335559,9.8,,1.5,16,1,1.38,,0,14,6
2020-01-21,17,광주시,태양광,9.359311,9.3,,2.2,18,1,0.74,,0,19.1,9.8
2020-01-21,18,광주시,태양광,2.437041,7.3,,3,24,0.5,0.17,,0,23.7,11.7
2020-01-21,19,광주시,태양광,2.45586,6.6,,3.2,30,,,,7,27,14.3
2020-01-22,7,광주시,태양광,0,4.8,,0,50,,,,10,30.4,19.3
2020-01-22,8,광주시,태양광,0.000692,3.8,,0.4,68,0,0.05,,10,31,20.2
2020-01-22,9,광주시,태양광,0.258136,3.6,0.1,0.6,84,0,0.1,,10,35.1,22.6
2020-01-22,10,광주시,태양광,2.482114,4.9,,0,86,0,0.29,,10,36,24
2020-01-22,11,광주시,태양광,2.387089,5.5,,0.3,85,0,0.27,,10,38.4,25.9
2020-01-22,12,광주시,태양광,1.556557,5.5,0,0.3,90,0,0.19,,10,31.4,22.2
2020-01-22,13,광주시,태양광,3.237588,5.3,,0.9,95,0,0.27,,10,31.8,22.3
2020-01-22,14,광주시,태양광,2.824636,5.6,,1.1,96,0,0.28,,10,24.1,15.9
2020-01-22,15,광주시,태양광,2.432375,5.5,1.7,0.8,97,0,0.2,,10,25,19.9
2020-01-22,16,광주시,태양광,1.68724,5.5,,2.7,98,0,0.17,,10,22,17.7
2020-01-22,17,광주시,태양광,0.645406,5.7,,2.7,98,0,0.12,,10,19.9,16.4
